,Gender,Age,Education Level,Preferred Subjects,Least preferred Subjects,Hours per week for school,Educational Level parent_1,Educational Level parent_2,CRT_points,Use AI school and freetime,Used AI,Frequency of use education,Frequency of use everyday life,Use of AI in freetime,Usefullness AI,Deal with AI,Understanding AI,Internet terms_Spyware,Internet terms_Cache,Internet terms_Advanced Search,Internet terms_PDF,Internet terms_Phishing,Internet terms_Wiki,True/False_1,True/False_2,True/False_3,True/False_4,True/False_5,True/False_6,Reliability AI,Concerns AI,Teachers preparing lessons,Teachers giving grades,Mates using AI,Allowance to use AI,Frequency use of AI_school,Most used subjects,Purposes to use AI,Reasons to use AI,Help of AI,True_False_Score,Internet_Understanding_Score,Internet Understanding (Grouped),gender_Keine Angabe,gender_Männlich,gender_Weiblich,privacy_Ich habe darüber noch nie nachgedacht.,privacy_Ja,privacy_Nein
177,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Wirtschaft und Recht, Musik","Geografie, Physik, Informatik",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,0,4,ChatGPT,Oft,Selten,Verständnisfragen über Wissen im Alltag,Teils/teils,Eher gut,Weder gut noch schlecht,Kein Verständnis,Mittelmässiges Verständnis,Kein Verständnis,Gutes Verständnis,Kein Verständnis,Schlechtes Verständnis,Falsch,Wahr,Falsch,Falsch,Wahr,Falsch,4,Ja,Neutral / Mir egal,Stört mich sehr,Oft,"Nein, weder für die Schule noch für die Hausaufgaben",Häufig,"Geografie, Biologie, Physik","Erklärungen,Ideenfindung / Kreative Ideen","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,5,12,Schlechtes Verständnis,False,False,True,False,True,False
178,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Wirtschaft und Recht, Informatik","Musik, Handarbeit / Werken, Zeichnen / Kunst",2-5 Stunden pro Woche,Ich weiss es nicht,Ich weiss es nicht,3,1,,,,,,Eher gut,Eher gut,Mittelmässiges Verständnis,Schlechtes Verständnis,Gutes Verständnis,Gutes Verständnis,Gutes Verständnis,Gutes Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Wahr,Wahr,2,Ich habe darüber noch nie nachgedacht.,Stört mich sehr,Stört mich sehr,Selten,Nur wenn die Lehrperson es ausdrücklich erlaubt,Selten,Französisch,"Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung",Als Prüfungsvorbereitung,2.0,3,21,Gutes Verständnis,False,True,False,True,False,False
179,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Sport, Wirtschaft und Recht, Mathematik / Geometrie","Geografie, Geschichte, Informatik",2-5 Stunden pro Woche,Berufsabschluss,Obligatorische Schule,3,2,ChatGPT,Selten,Nie,,Ziemlich nützlich,Weder gut noch schlecht,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Kein Verständnis,Gutes Verständnis,Kein Verständnis,Gutes Verständnis,Falsch,Falsch,Ich weiss es nicht,Wahr,Wahr,Ich weiss es nicht,3,Nein,Stört mich ein wenig,Stört mich sehr,Immer,Nur wenn die Lehrperson es ausdrücklich erlaubt,Selten,"Deutsch, Biologie, Chemie","Erklärungen,Schreiben von Texten,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Bessere Erklärungen als von den Lehrern",4.0,3,12,Schlechtes Verständnis,False,True,False,False,False,True
180,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Geschichte, Wirtschaft und Recht, Informatik","Mathematik / Geometrie, Französisch, Wirtschaft und Recht",Mehr als 5 Stunden pro Woche,Ich weiss es nicht,Ich weiss es nicht,2,5,"ChatGPT,Deep Seek",Manchmal,Oft,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Eher gut,Eher wenig,Kein Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Wahr,Ich weiss es nicht,4,Ich habe darüber noch nie nachgedacht.,Neutral / Mir egal,Stört mich ein wenig,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Biologie, Geschichte, Wirtschaft und Recht","Zusammenfassungen,Erklärungen,Vorbereiten von Vorträgen","Zeitersparnis,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,3,14,Schlechtes Verständnis,False,False,True,True,False,False
181,Weiblich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Wirtschaft und Recht, Sport","Chemie, Physik, Geschichte",2-5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,2,5,ChatGPT,Oft,Manchmal,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Eher gut,Weder gut noch schlecht,Schlechtes Verständnis,Gutes Verständnis,Gutes Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Falsch,Falsch,Falsch,Wahr,Ich verstehe die Frage nicht,Ich weiss es nicht,4,Ich habe darüber noch nie nachgedacht.,Neutral / Mir egal,Stört mich ein wenig,Oft,"Ja, für beides",Häufig,"Biologie, Geschichte, Chemie","Zusammenfassungen,Erklärungen,Schreiben von Texten,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",3.0,3,20,Mittelmässiges Verständnis,False,False,True,True,False,False
182,Männlich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Geschichte, Sport","Deutsch, Französisch, Biologie",2-5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss eines Doktorat / Professur,1,5,ChatGPT,Sehr oft,Manchmal,Verständnisfragen über Wissen im Alltag,Teils/teils,Eher gut,Eher wenig,Mittelmässiges Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Schlechtes Verständnis,Gutes Verständnis,Falsch,Ich weiss es nicht,Ich weiss es nicht,Wahr,Wahr,Ich verstehe die Frage nicht,3,Ja,Neutral / Mir egal,Stört mich ein wenig,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Mathematik, Englisch, Geschichte","Zusammenfassungen,Erklärungen,Ideenfindung / Kreative Ideen,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte",3.0,2,18,Mittelmässiges Verständnis,False,True,False,False,True,False
183,Keine Angabe,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)",Informatik,Französisch,2-5 Stunden pro Woche,Ich weiss es nicht,Abschluss an einer Universität / ETH,0,2,ChatGPT,Selten,Selten,Verständnisfragen über Wissen im Alltag,Teils/teils,Eher gut,Weder gut noch schlecht,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Wahr,Wahr,Falsch,3,Ja,Stört mich ein wenig,Stört mich sehr,Manchmal,Nur wenn die Lehrperson es ausdrücklich erlaubt,Selten,,"Zusammenfassungen,Erklärungen,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,Bessere Erklärungen als von den Lehrern",2.0,5,30,Völliges Verständnis,True,False,False,False,True,False
184,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Geschichte, Informatik","Religion und Kultur, Zeichnen / Kunst, Französisch",2-5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss an einer Universität / ETH,3,4,"ChatGPT,Deep Seek,Microsoft Copilot",Oft,Manchmal,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag",Sehr nützlich,Sehr gut,Eher gut,Gutes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Falsch,Wahr,Falsch,Falsch,Falsch,Falsch,5,Nein,Finde ich gut,Stört mich ein wenig,Oft,"Ja, für beides",Häufig,"Französisch, Biologie, Geschichte","Zusammenfassungen,Erklärungen,Lerntechniken / Tipps wie man lernt","Zeitersparnis,Als Prüfungsvorbereitung",5.0,4,22,Gutes Verständnis,False,True,False,False,False,True
185,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Geografie, Geschichte, Musik","Deutsch, Französisch, Physik",2-5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss an einer Hochschule / Fachhochschule,3,4,"ChatGPT,Deep Seek",Sehr oft,Nie,,Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Mittelmässiges Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Falsch,Wahr,Falsch,Falsch,Wahr,Falsch,4,Nein,Neutral / Mir egal,Neutral / Mir egal,Immer,"Ja, für beides",Häufig,"Biologie, Chemie, Physik","Erklärungen,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Bessere Erklärungen als von den Lehrern",5.0,5,18,Mittelmässiges Verständnis,False,False,True,False,False,True
186,Keine Angabe,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)",Musik,"Physik, Französisch, Biologie",Mehr als 5 Stunden pro Woche,Berufsabschluss,Abschluss an einer Universität / ETH,3,4,ChatGPT,Oft,Manchmal,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Eher gut,Eher gut,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Wahr,Falsch,Falsch,Falsch,Wahr,4,Nein,Neutral / Mir egal,Neutral / Mir egal,Immer,"Ja, für beides",Häufig,"Mathematik, Chemie, Physik","Erklärungen,Schreiben von Texten,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",5.0,3,30,Völliges Verständnis,True,False,False,False,False,True
187,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Geschichte, Wirtschaft und Recht, Sport","Physik, Informatik, Handarbeit / Werken",2-5 Stunden pro Woche,Ich weiss es nicht,Ich weiss es nicht,3,5,ChatGPT,Manchmal,Sehr oft,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Sehr gut,Sehr gut,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Falsch,Falsch,2,Nein,Stört mich sehr,Stört mich sehr,Immer,"Ja, für beides",Manchmal,"Mathematik, Deutsch, Französisch","Zusammenfassungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,3,26,Völliges Verständnis,False,True,False,False,False,True
188,Weiblich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Englisch, Biologie, Musik","Mathematik / Geometrie, Chemie, Physik",2-5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Hochschule / Fachhochschule,1,3,ChatGPT,Selten,Selten,"Erstellen von Bildern / Videos,Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Falsch,Wahr,4,Nein,Stört mich ein wenig,Stört mich ein wenig,Oft,"Ja, für beides",Selten,"Deutsch, Biologie, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Grammatik / Rechtschreibung","Zeitersparnis,Bessere Erklärungen als von den Lehrern",4.0,3,16,Mittelmässiges Verständnis,False,False,True,False,False,True
189,Männlich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Wirtschaft und Recht, Informatik, Sport","Englisch, Biologie, Religion und Kultur",2-5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,2,4,ChatGPT,Manchmal,Selten,Verständnisfragen über Wissen im Alltag,Teils/teils,Eher gut,Eher gut,Völliges Verständnis,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Wahr,Falsch,3,Ja,Neutral / Mir egal,Stört mich sehr,Immer,"Nein, weder für die Schule noch für die Hausaufgaben",Manchmal,Informatik,"Zusammenfassungen,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,Als Prüfungsvorbereitung",4.0,4,29,Völliges Verständnis,False,True,False,False,True,False
190,Männlich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Geografie, Chemie, Sport","Französisch, Physik, Informatik",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,3,5,"ChatGPT,Gemini (Google)",Oft,Selten,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Sehr nützlich,Eher gut,Weder gut noch schlecht,Mittelmässiges Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Ich weiss es nicht,Falsch,4,Nein,Neutral / Mir egal,Stört mich ein wenig,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Häufig,"Mathematik, Französisch, Englisch","Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","weniger Stress,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",3.0,3,26,Völliges Verständnis,False,True,False,False,False,True
191,Weiblich,16,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Deutsch, Wirtschaft und Recht, Sport","Französisch, Geschichte, Religion und Kultur",2-5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss an einer Universität / ETH,2,4,"ChatGPT,Microsoft Copilot",Oft,Selten,Verständnisfragen über Wissen im Alltag,Teils/teils,Eher gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Kein Verständnis,Kein Verständnis,Kein Verständnis,Kein Verständnis,Falsch,Falsch,Falsch,Wahr,Wahr,Falsch,2,Ja,Stört mich ein wenig,Stört mich sehr,Immer,Nur wenn die Lehrperson es ausdrücklich erlaubt,Manchmal,"Deutsch, Französisch, Englisch","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",3.0,5,6,Kein Verständnis,False,False,True,False,True,False
192,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Deutsch, Geschichte, Wirtschaft und Recht","Mathematik / Geometrie, Englisch, Biologie",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Berufsabschluss,1,5,"ChatGPT,Deep Seek",Sehr oft,Manchmal,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Ziemlich nützlich,Eher gut,Eher wenig,Schlechtes Verständnis,Schlechtes Verständnis,Gutes Verständnis,Völliges Verständnis,Mittelmässiges Verständnis,Völliges Verständnis,Falsch,Ich weiss es nicht,Falsch,Wahr,Wahr,Ich weiss es nicht,3,Nein,Neutral / Mir egal,Stört mich sehr,Oft,"Ja, für beides",Häufig,"Biologie, Geschichte, Wirtschaft und Recht","Zusammenfassungen,Erklärungen,Vorbereiten von Vorträgen","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,3,21,Gutes Verständnis,False,False,True,False,False,True
193,Männlich,14,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Geschichte, Zeichnen / Kunst, Sport","Französisch, Physik, Informatik",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,2,4,"ChatGPT,Microsoft Copilot",Manchmal,Manchmal,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Eher gut,Weder gut noch schlecht,Mittelmässiges Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Gutes Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,3,Nein,Neutral / Mir egal,Stört mich sehr,Manchmal,Nur wenn die Lehrperson es ausdrücklich erlaubt,Manchmal,"Mathematik, Geografie, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,6,19,Mittelmässiges Verständnis,False,True,False,False,False,True
194,Weiblich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Deutsch, Biologie, Geografie","Mathematik / Geometrie, Wirtschaft und Recht, Informatik",2-5 Stunden pro Woche,Abschluss an einer Fachhochschule / Hochschule,Berufsabschluss,2,3,"ChatGPT,Gemini (Google)",Manchmal,Manchmal,"Erstellen von Bildern / Videos,Quizfragen erstellen",Ziemlich nützlich,Eher gut,Weder gut noch schlecht,Kein Verständnis,Kein Verständnis,Schlechtes Verständnis,Gutes Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Ich weiss es nicht,Falsch,3,Ich habe darüber noch nie nachgedacht.,Neutral / Mir egal,Stört mich ein wenig,Selten,"Ja, für beides",Manchmal,"Deutsch, Physik, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Grammatik / Rechtschreibung","Zeitersparnis,Bessere Erklärungen als von den Lehrern",4.0,4,14,Schlechtes Verständnis,False,False,True,True,False,False
195,Weiblich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Physik, Wirtschaft und Recht","Französisch, Geografie, Informatik",Mehr als 5 Stunden pro Woche,Berufsabschluss,Berufsabschluss,3,3,ChatGPT,Manchmal,Nie,,Ziemlich nützlich,Eher gut,Eher wenig,Kein Verständnis,Schlechtes Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Falsch,Falsch,Falsch,Wahr,Wahr,Falsch,3,Ich habe darüber noch nie nachgedacht.,Stört mich ein wenig,Stört mich sehr,Immer,Nur wenn die Lehrperson es ausdrücklich erlaubt,Manchmal,"Deutsch, Geschichte","Zusammenfassungen,Grammatik / Rechtschreibung",Als Prüfungsvorbereitung,4.0,5,14,Schlechtes Verständnis,False,False,True,True,False,False
196,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)",Sport,"Mathematik / Geometrie, Geschichte, Informatik",Mehr als 5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,0,4,"ChatGPT,Deep Seek",Oft,Manchmal,"Verständnisfragen über Wissen im Alltag,Private Fragen zu persönlichen Themen",Ziemlich nützlich,Weder gut noch schlecht,Eher wenig,Kein Verständnis,Kein Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Kein Verständnis,Kein Verständnis,Ich weiss es nicht,Ich weiss es nicht,Ich weiss es nicht,Wahr,Ich weiss es nicht,Ich weiss es nicht,3,Ich habe darüber noch nie nachgedacht.,Neutral / Mir egal,Stört mich sehr,Oft,"Ja, für beides",Manchmal,"Deutsch, Geografie, Geschichte","Erklärungen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Für Fragen die ich nicht im Klassenraum stellen wollte,Bessere Erklärungen als von den Lehrern",4.0,0,8,Kein Verständnis,False,False,True,True,False,False
197,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Sport","Französisch, Geschichte",2-5 Stunden pro Woche,Abschluss an einer Universität oder ETH,Abschluss an einer Universität / ETH,3,4,ChatGPT,Manchmal,Selten,Verständnisfragen über Wissen im Alltag,Ziemlich nützlich,Eher gut,Eher gut,Mittelmässiges Verständnis,Gutes Verständnis,Gutes Verständnis,Völliges Verständnis,Gutes Verständnis,Schlechtes Verständnis,Falsch,Falsch,Falsch,Falsch,Ich verstehe die Frage nicht,Wahr,4,Ja,Stört mich sehr,Stört mich sehr,Oft,Nur wenn die Lehrperson es ausdrücklich erlaubt,Manchmal,"Geografie, Geschichte","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Grammatik / Rechtschreibung","Zeitersparnis,Für Fragen die ich nicht im Klassenraum stellen wollte",4.0,4,22,Gutes Verständnis,False,False,True,False,True,False
198,Weiblich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Sport, Französisch, Biologie","Deutsch, Physik, Informatik",Mehr als 5 Stunden pro Woche,Berufsabschluss,Abschluss an einer Hochschule / Fachhochschule,2,4,"ChatGPT,Gemini (Google),Microsoft Copilot",Sehr oft,Selten,"Erstellen von Bildern / Videos,Private Fragen zu persönlichen Themen",Sehr nützlich,Eher gut,Gar nicht,Kein Verständnis,Kein Verständnis,Kein Verständnis,Mittelmässiges Verständnis,Kein Verständnis,Kein Verständnis,Falsch,Falsch,Falsch,Wahr,Wahr,Falsch,3,Ja,Stört mich sehr,Stört mich sehr,Immer,"Ja, für beides",Häufig,"Englisch, Chemie, Physik","Zusammenfassungen,Erklärungen,Schreiben von Texten,Ideenfindung / Kreative Ideen,Vorbereiten von Vorträgen,Grammatik / Rechtschreibung","Zeitersparnis,weniger Stress,Als Prüfungsvorbereitung,Bessere Erklärungen als von den Lehrern",4.0,5,8,Kein Verständnis,False,False,True,False,True,False
199,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Wirtschaft und Recht, Informatik, Wirtschaft und Recht","Religion und Kultur, Französisch, Geschichte",Mehr als 5 Stunden pro Woche,Abschluss eines Doktorat / Professur,Abschluss an einer Hochschule / Fachhochschule,3,5,ChatGPT,Sehr oft,Manchmal,Private Fragen zu persönlichen Themen,Sehr nützlich,Sehr gut,Eher wenig,Kein Verständnis,Völliges Verständnis,Gutes Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Wahr,Wahr,Wahr,Wahr,Wahr,Wahr,5,Nein,Neutral / Mir egal,Neutral / Mir egal,Immer,"Ja, für beides",Immer,,,,,1,25,Gutes Verständnis,False,True,False,False,False,True
200,Männlich,18,"Gymnasium / Mittelschulen (IMS, HMS, FMS)",Informatik,"Französisch, Sport",0-1 Stunde pro Woche,Obligatorische Schule,Abschluss an einer Hochschule / Fachhochschule,2,5,"ChatGPT,Deep Seek,Gemini (Google)",Selten,Sehr oft,Programmierung,Ziemlich nützlich,Sehr gut,Sehr gut,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Völliges Verständnis,Falsch,Falsch,Falsch,Falsch,Wahr,Falsch,4,Ja,Stört mich ein wenig,Stört mich sehr,,,,,,,,6,30,Völliges Verständnis,False,True,False,False,True,False
201,Weiblich,15,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Geschichte, Zeichnen / Kunst","Deutsch, Geografie, Informatik",2-5 Stunden pro Woche,Matura,Matura,1,5,ChatGPT,Sehr oft,Manchmal,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Sehr gut,Eher gut,Kein Verständnis,Kein Verständnis,Kein Verständnis,Kein Verständnis,Kein Verständnis,Kein Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Ich weiss es nicht,Ich weiss es nicht,4,Nein,Stört mich ein wenig,Stört mich sehr,Oft,"Ja, für beides",Häufig,,,,,3,6,Kein Verständnis,False,False,True,False,False,True
202,Männlich,17,"Gymnasium / Mittelschulen (IMS, HMS, FMS)","Mathematik / Geometrie, Chemie, Wirtschaft und Recht","Deutsch, Geografie, Informatik",0-1 Stunde pro Woche,Abschluss eines Doktorat / Professur,Abschluss eines Doktorat / Professur,3,4,"ChatGPT,Gemini (Google),Microsoft Copilot",Oft,Selten,Verständnisfragen über Wissen im Alltag,Sehr nützlich,Eher gut,Weder gut noch schlecht,Mittelmässiges Verständnis,Schlechtes Verständnis,Mittelmässiges Verständnis,Gutes Verständnis,Schlechtes Verständnis,Gutes Verständnis,Falsch,Ich weiss es nicht,Falsch,Falsch,Wahr,Falsch,4,Nein,Neutral / Mir egal,Neutral / Mir egal,,,,,,,,5,18,Mittelmässiges Verständnis,False,True,False,False,False,True
